Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,87.46880340576172,88.356201171875,87.2343978881836,88.06800079345703,13.42162799835205,11811200
2004-01-02,88.28119659423828,89.21880340576172,87.75,88.543701171875,13.494125366210938,17143168
2004-01-05,89.84380340576172,92.8906021118164,88.75,91.97969818115234,14.01777172088623,24806720
2004-01-06,92.96880340576172,93.90619659423828,88.00550079345703,88.8281021118164,13.537468910217285,24549504
2004-01-07,89.8125,90.5781021118164,87.39450073242188,88.956298828125,13.55700397491455,38803008
2004-01-08,89.39450073242188,92.0969009399414,89.39450073242188,91.37660217285156,13.92585563659668,37550336
2004-01-09,93.75,95.3125,90.1718978881836,90.9468994140625,13.860372543334961,48744256
2004-01-12,92.1718978881836,92.1718978881836,88.78119659423828,89.3772964477539,13.621163368225098,22238464
2004-01-13,90.15619659423828,90.7656021118164,88.82969665527344,90.5250015258789,13.796079635620117,22870912
2004-01-14,90.53119659423828,90.71479797363281,88.75,89.14839935302734,13.586281776428223,22004800
2004-01-15,89.08200073242188,89.9843978881836,86.3281021118164,86.89769744873047,13.24327278137207,34165760
2004-01-16,86.71880340576172,86.87339782714844,85.50550079345703,86.31089782714844,13.153841972351074,26454976
2004-01-19,86.4843978881836,86.4843978881836,84.15619659423828,85.97810363769531,13.103120803833008,30427712
2004-01-20,86.3281021118164,87.8125,84.0,84.53980255126953,12.883929252624512,23610944
2004-01-21,84.7656021118164,86.71880340576172,83.3593978881836,84.3125,12.849286079406738,29010368
2004-01-22,84.375,86.6406021118164,78.95860290527344,80.8469009399414,12.321125984191895,51104832
2004-01-23,81.64610290527344,86.0468978881836,81.25,85.33200073242188,13.004655838012695,36731904
2004-01-27,84.375,87.8125,78.4218978881836,86.89769744873047,13.24327278137207,28154944
2004-01-28,86.0156021118164,86.7874984741211,83.4375,84.64769744873047,12.900371551513672,24251072
2004-01-29,83.59380340576172,84.3102035522461,81.25859832763672,82.07969665527344,12.509003639221191,37042880
2004-01-30,84.19999694824219,84.19999694824219,80.86720275878906,81.44999694824219,12.413036346435547,25131136
